clip_id,ts,prod_cam,prod_phase,v2_broadcast_tag,v2_class,open_desc
d002,0.00,graphic,graphic,LIVE,action,"The camera shows a crowd shot of people in a stadium. The people in the frame are cheering, with their hands raised and holding up signs and foam shapes. There are graphical overlays at the bottom of the frame, which display information about the game, including the score, run rate, and player statistics. The action level appears to be between deliveries, as there is no active play happening on the field."
d002,1.00,other,between_play,LIVE,action,"The camera shows a group of people in the crowd at a cricket match. The people in the frame are cheering and holding up signs and foam shapes. There are graphical overlays at the bottom of the screen displaying information about the game, including the score, team standings, and player statistics. The action level appears to be between deliveries, as there is no active play happening and the players are not in the frame."
d002,2.00,other,between_play,LIVE,action,"The camera shows a crowd shot with a green banner held up by several people. The people in the frame are holding up a large green banner with white text that reads ""WIN MATCH TICKETS ON WWW.GREENFOOTBALL.COM"" and appear to be cheering, with some of them waving their hands. There are graphical overlays at the bottom of the screen, including a blue bar on the left with team names and scores, and an orange bar on the right with an ""INNINGS SUMMARY - KINGS"" heading and statistics. The action level appears to be between deliveries, as there is no active play happening and the focus is on the crowd."
d002,3.00,other,between_play,LIVE,action,"The camera shows a crowd shot with a green banner held up by several people. The people in the frame are holding up a large green banner with white text that reads ""WIN MATCH TICKETS ON WWW.GREENSPORTBALL.COM"" and some are holding up circular signs with green and white designs. There are graphical overlays at the bottom of the screen, including a blue bar with white text showing the score, player names, and other game information, as well as an orange bar with white text displaying an ""INNINGS SUMMARY - KINGS"" and various statistics. The action level appears to be between deliveries or during a break in play, as there is no active play happening and the players are not in the frame."
d002,4.00,graphic,graphic,LIVE,action,"The camera shows a crowd shot with two people holding up large cutout shapes in front of a green advertisement banner. The people are holding up the shapes, which appear to be related to a contest or promotion, and seem to be cheering or celebrating. There are graphical overlays at the bottom of the screen displaying information about the match, including the score, player names, and statistics. The action level appears to be between deliveries or during a break in play."
d002,5.00,graphic,graphic,LIVE,action,"The frame shows a lively scene with a crowd of people in the background, some of whom are raising their arms and appearing to cheer. A green advertisement banner is visible behind them. The camera seems to be capturing a wide shot of the crowd. In the foreground, there are several graphical overlays, including a blue and orange score bar at the bottom of the screen displaying information about the match, such as the score (PBKS 135-6), the overs played (17.1), and player statistics. The action level appears to be a post-action moment or between deliveries, as there is no active play happening in this frame."
d002,6.00,other,between_play,LIVE,action,"The camera shows a crowd shot of a group of people, likely fans, gathered behind a green banner. The people in the frame are cheering and holding up circular signs with green and white designs on them. There are graphical overlays at the bottom of the screen displaying information about the match, including the score, player names, and statistics. The action level appears to be between deliveries or during a break in play."
d002,7.00,graphic,graphic,LIVE,action,"The camera shows a group of people in the crowd, all wearing green shirts and white hats, with blue body paint. They are cheering and holding up foam fans. The people in the frame have their arms raised, with two of them holding up large foam fans. There are graphical overlays at the bottom of the frame, including a blue and orange bar with white text that appears to show the score and statistics of a cricket match, as well as logos for the IPL and TATA. The action level appears to be between deliveries, as there is no active play happening, and the focus is on the crowd's reaction."
d002,8.00,other,between_play,LIVE,action,"The camera shows a group of people in the crowd, with a green banner behind them. The people in the frame are cheering and raising their hands, with some holding up a white and green circular sign. There are graphical overlays at the bottom of the screen displaying information about the game, including the score, team standings, and player statistics. The action level appears to be a post-action moment, as there is no active play happening and the players are not in the frame."
d002,9.00,closeup,between_play,LIVE,action,"The camera shows a crowd shot of a group of people cheering and holding up props. The people in the frame are wearing green shirts with white hats and blue face paint, and they are holding up a tennis racket and two megaphones while cheering. There are graphical overlays at the bottom of the screen displaying information about the match, including the score, player names, and innings summary. The action level appears to be between deliveries, as there is no active play happening on the field."
d003,0.00,bowlers_end,between_play,LIVE,action,"The camera shows a wide field view of a cricket field with players scattered around. The people in the frame appear to be standing still, with some fielders positioned around the field and a batter standing at the wicket. There are graphical overlays at the bottom of the screen displaying information such as the score (PBKS 135-6), player names (Stoinis and Holder), run rate (7.86), and other game statistics. The action level appears to be between deliveries, as there is no immediate action happening on the field."
d003,1.00,bowlers_end,between_play,LIVE,action,"The camera shows a wide field view of a cricket pitch with players scattered around it. The people in the frame appear to be primarily fielders, with a few positioned near the pitch and others farther away, seemingly engaged in casual movement or standing still, but not actively participating in a specific play at this moment. There are several graphical overlays visible, including a blue bar at the bottom displaying the score (PBKS 135-6), run rate (7.86), and player information (Stoinis 36/29), as well as a brown bar showing the speed (132.8 kph) and other statistics. Additionally, there are sponsor logos and a crowd in the background. The action level appears to be relatively low, suggesting that the frame captures a moment between deliveries or a brief pause in active play."
d003,2.00,bowlers_end,between_play,LIVE,action,"The camera shows a wide field view of a cricket field with players scattered around. The people in the frame are primarily fielders walking or standing in position, with one player on the right side of the frame running towards the center. There are graphical overlays at the bottom of the screen displaying information such as the score (PBKS 135-6), player names (Stoinis and M Jansen), run rate (7.86), and speed (132.8 kph). The action level appears to be between deliveries, as there is no intense action happening but players are still on the field."
d003,3.00,closeup,between_play,LIVE,action,"The camera shows two cricket players walking on the field. The player on the left is wearing a brown uniform and the player on the right is wearing a blue and orange uniform. They appear to be walking off the field together. The people in the frame are walking. The player on the left has their right arm around the other's back. There are graphical overlays at the bottom of the frame, including a blue bar with white text that displays the score, ""PBKS 135-6 17.1"", and other game statistics. There is also a brown bar on the right with white text that displays ""SPEED 132.8 kph"". The action level appears to be a post-action moment, as the players are not in an active playing position. The crowd in the background suggests that this is a live match."
d003,4.00,closeup,between_play,LIVE,action,"The camera shows two players walking across the field. The player on the left is wearing a brown uniform and appears to be walking normally. The player on the right is wearing a blue helmet and blue pads with a multicolored jersey; they are holding a cricket bat and walking with a slight limp. A security guard walks behind them. There are several graphical overlays at the bottom of the frame, including a blue scoreboard with white text displaying the teams, score, and run rate, as well as a brown banner showing the player's speed. The background features a crowd of spectators in the stands and an orange advertisement board with sponsor logos. The action level appears to be a post-action moment, as the players are not in an active playing position. The atmosphere suggests that the game is still ongoing but the immediate action has paused."
d003,5.00,between_play,between_play,LIVE,action,"The camera shows a wide field view of a cricket field with three people on it. The people in the frame are a batter standing still while wearing protective gear, another player walking away from him, and a third person in a black uniform with ""UMPIRED BY"" and ""EMPTEL"" on the back walking towards the other two. There are graphical overlays at the bottom of the frame, including a blue bar with team names and scores, a black box with run rate and speed statistics, and a brown box with empty squares. The action level appears to be a post-action moment, as the players are not in active motion. The crowd in the background seems to be watching the scene unfold."
d003,6.00,closeup,between_play,LIVE,other,"The frame shows a close-up shot of a single cricket player. The player appears to be focused on something outside the frame, likely the field or another player. He is wearing a brown jersey with teal accents and a silver chain around his neck. There are several graphical overlays at the bottom of the screen, including a blue bar with white text that displays the score, ""PBKS 136-6 17.2"" and ""RUN-RATE 7.85,"" as well as a brown bar with information about the current bowlers. The background is blurry and dark, suggesting that the action level is likely low, possibly between deliveries or during a break in play."
d003,7.00,closeup,between_play,LIVE,other,"The camera shows a close-up of a single player. The player appears to be sitting or standing still, with his head bowed and his right hand raised to his mouth. There are graphical overlays at the bottom of the frame displaying information about the game, including the score, player names, and statistics. A blurred figure of another person wearing a purple cap and an orange and blue top is visible behind the player. The action level appears to be a post-action moment, as there is no active play happening."
d003,8.00,closeup,between_play,LIVE,other,"The camera shows a player in a brown uniform with a blurred crowd behind him. The player appears to be standing still, looking up and to the right. There are several graphical overlays on the frame, including a blue bar at the bottom with white text that displays the score, ""PBKS 136-6 17.2 > STOINIS M JANSEN,"" and other game statistics. A brown bar to the right shows ""HOLDER 2-19 3.2."" The top left corner features a logo that says ""TITANS"" in white letters. The action level appears to be a post-action moment, as the player seems to be reacting to something that has just happened. The overall atmosphere suggests a tense moment in the game."
d003,9.00,closeup,between_play,LIVE,other,"The camera shows a player in a brown uniform with teal accents, standing still and looking to the right. The player appears to be on the field, possibly during a break in play. In the background, spectators are seated and watching the game. There are several graphical overlays at the bottom of the frame, including a scoreboard with the text ""PBKS 136-6 17.2"" and various statistics such as ""PROJECTED SCORE 157,"" and ""RPO"" metrics. The overlays also feature logos for the teams and sponsors. The action level appears to be low, as the player is not actively engaged in play and seems to be waiting or reacting to something off-camera. The overall atmosphere suggests that the game is paused or between deliveries."
d004,0.00,closeup,between_play,LIVE,other,"The camera shows a close-up of a cricket player wearing a blue helmet and a blue and orange jersey. The player appears to be standing still, likely between deliveries. There are several graphical overlays on the screen, including a score graphic in the bottom-left corner showing ""PBKS 140-6 17.3"" and a blue banner at the bottom with the player's name, ""MARCUS STOINIS,"" along with his statistics. In the top-left corner, there is a logo for the TATA IPL. The action level appears to be a post-action moment or between deliveries, as the player is not in motion and there is no active play happening."
d004,1.00,bowlers_end,between_play,LIVE,action,"The camera shows a wide field view of a cricket field with six people visible. A batter is standing on the left side of the pitch with their bat held vertically, while another batter is on the opposite end of the pitch, holding their bat horizontally and preparing to hit the ball. Two umpires are standing behind the batters, and two fielders are positioned on the field. There are several graphical overlays at the bottom of the screen, including a blue bar with white text that displays the score (""PBKS 140-6 17.3""), team standings, and player information (""MARCUS STOINIS""). Additional details such as strike rate, dots, and balls per boundary are also shown. In the top-left corner, there is a logo for ""TATA IPL,"" and in the top-right corner, it says ""JioHotstar LIVE"" along with some viewership information. The action level appears to be between deliveries, as the batters are not actively playing the ball. The atmosphere seems calm, with no intense action or celebrations happening in this frame."
d004,2.00,bowlers_end,between_play,LIVE,action,"The camera shows a wide field view of a cricket match in progress. The players are positioned on the field, with two batters standing at the wickets, one preparing to face the bowler and the other non-striker end, while two fielders are positioned on the pitch and one is crouching down behind the wickets. There are several graphical overlays present, including a blue banner at the bottom displaying the score, ""PBKS 140-6 17.3,"" and various player statistics, as well as logos for ""TATA IPL"" in the top-left corner and ""JioHotstar LIVE"" in the top-right corner. The action level appears to be between deliveries, as the bowler is not actively bowling and the players seem to be waiting for the next play."
d004,3.00,bowlers_end,between_play,LIVE,action,"The camera shows a wide field view of two cricket players on a green field. The player on the right is wearing a blue helmet, a blue and red uniform, and pads, and appears to be a batter standing still and holding a cricket bat. The player on the left is wearing a brown uniform and white gloves and appears to be a wicket-keeper walking. There are several graphical overlays at the bottom of the frame, including a blue bar with white text displaying the score (""PBKS 140-6 17.3""), team standings, player information (""MARCUS STOINIS""), and statistics (""STRIKE RATE 276"", ""DOTS 18%"", ""BALLS/BDRY 2""). There are also logos for ""TATA IPL"" in the top-left corner and ""JioHotstar LIVE"" in the top-right corner. The action level appears to be a post-action moment between deliveries, as the players are not in active motion."
d004,4.00,closeup,between_play,LIVE,action,"The camera shows a player in a crouched position on a green field, with a teammate lying on the ground behind him. The player appears to be retrieving a ball while the other player seems to be getting up from a fall. Graphical overlays include a blue bar at the bottom with white text displaying information about the game, such as the score, player name, and statistics. The action level appears to be a post-action moment, possibly after a play where the player fell."
d004,5.00,closeup,between_play,LIVE,action,"The camera shows a single player in a brown uniform on a green field. The player appears to be walking or running with their right leg extended behind them and their left arm bent at the elbow. The player seems to be moving across the field, possibly between deliveries or after completing a play. There are several graphical overlays on the screen, including a blue bar at the bottom with white text displaying information such as the score (PBKS 140-6), overs (17.3), and player statistics (Marcus Stoinis' strike rate, dots, and balls/bdry)."
d004,6.00,closeup,between_play,LIVE,other,"The camera shows a man standing on a cricket field with his arms outstretched. He appears to be a member of the support staff or coaching team for one of the teams. The man is wearing a polo shirt and a cap with logos on them. There are several graphical overlays at the bottom of the frame, including a blue bar with white text that displays the score, ""PBKS 140-6 17.3,"" as well as other statistics such as the strike rate, dots, and balls per boundary. There are also logos for the Tata IPL and JioHotstar. The action level appears to be a post-action moment, as the man seems to be reacting to something that has just happened on the field. The overall atmosphere suggests that this is a live broadcast of a professional cricket match."
d004,7.00,closeup,between_play,LIVE,other,"The camera shows a man standing on a cricket field. He appears to be a member of the support staff, wearing a black and purple polo shirt with various logos and a black cap. He is standing still with his hands by his sides. There are several graphical overlays at the bottom of the screen, including a blue banner with white text displaying the score, ""PBKS 140-6 17.3,"" as well as the player's name, ""MARCUS STOINIS,"" and various statistics. There are also logos for the Tata IPL and other sponsors in the top-left corner and bottom-right corner of the frame. The action level appears to be between deliveries, as the man is not actively engaged in play and there is no visible movement or activity around him. The overall atmosphere suggests a break in play during a live broadcast of a professional cricket match."
d004,8.00,closeup,between_play,LIVE,other,"The camera shows a man standing on a cricket field. He appears to be a member of the support staff or a team official, wearing a black and blue uniform with logos on his shirt and cap. The man is standing still with his hands behind his back, looking to the right of the frame. There are several graphical overlays at the bottom of the frame, including a blue bar with white text displaying the score (""PBKS 140-6""), overs (""17.3""), and various statistics for a player named Marcus Stoinis. There are also logos for the Tata IPL and JioHotstar in the top corners of the frame. The action level appears to be between deliveries, as there is no active play happening and the man in the frame is not engaged in any dynamic movement."
d004,9.00,closeup,between_play,LIVE,other,"The camera shows a close-up of a cricket player wearing a blue helmet and jersey with orange accents. The player appears to be looking down, likely focused on the field or his surroundings. The player is not actively engaged in play; he seems to be standing still. There are several graphical overlays on the frame, including a blue bar at the bottom with white text displaying the score (""PBKS 140-6 17.3""), team standings, player information (""MARCUS STOINIS""), and statistics (""STRIKE RATE 276 DOTS 18% BALLS/BDRY 2""). In the top-left corner, there is a logo that says ""TATA IPL."" The action level appears to be between deliveries or after some action has occurred, as the player is not in motion and there is no indication of active play happening."
d005,0.00,bowlers_end,shot,LIVE,action,"The camera shows a batter in mid-swing on a cricket pitch, with a crowd visible in the background. The batter is wearing a blue helmet and pads, a blue and orange jersey, and brown pants; they are swinging a bat over their left shoulder. A wicket keeper or umpire stands behind the batter, watching. The frame includes several graphical overlays, including a blue bar at the bottom with white text that reads ""MARCUS STOINIS 62* 22 MATCH 40 v RR."" There is also a red scoreboard to the left of the batter showing scores of 42(18) and 3(2), and a blue advertisement banner behind the batter that reads ""KINGFISHER."" The action appears to be live, as indicated by the ""JioHotstar Live"" text in the top-right corner. The batter seems to have just hit the ball, as their bat is still in motion."
d005,1.00,bowlers_end,post_shot,LIVE,action,"The camera shows a batter on the field, with a crowd visible in the background. The batter is wearing a blue helmet and shirt with orange accents, and brown pants; they are holding a bat and appear to have just hit the ball, which is not visible. A man in a black uniform stands behind the batter. There are several graphical overlays, including a blue bar at the bottom of the screen displaying ""MARCUS STOINIS 62* 22 MATCH 40 v RR"" in white text, as well as a red scoreboard on the left side of the screen showing scores. The sponsor logo for Kingfisher is also visible on a blue banner behind the players. The action level appears to be a post-action moment, as the batter seems to be celebrating or reacting to a shot they have just played. The overall atmosphere suggests that this is a live broadcast of a professional cricket match, likely during an intense moment in the game."
d005,2.00,bowlers_end,release,LIVE,umpire,"The camera shows a medium shot of a cricket player in action. The player, wearing a red shirt and purple pants, appears to be mid-swing with their right arm raised. Behind them, an umpire stands still with their hands clasped in front of them. There are several graphical overlays on the frame, including a blue bar at the bottom with the text ""MARCUS STOINIS 62*22"" and a light blue box to the right with ""MATCH 40 v RR"". In the top-left corner, there is a white logo that reads ""TATA IPL"". In the top-right corner, there is a small white text that reads ""JioHotstar LIVE 5.6Cr Views"". The action level appears to be an active play moment, as the player is in motion and the umpire is standing attentively behind the wickets."
d005,3.00,bowlers_end,between_play,LIVE,action,"The camera shows a wide field view of a cricket pitch with several players. A batter wearing a blue helmet and shirt with brown pants is holding a bat and appears to be walking or preparing to walk off the pitch. Two other players are on the field; one is wearing a purple uniform and standing near the wickets, while another player in a blue uniform is on the left side of the frame. There are graphical overlays in the top corners, including a TATA IPL logo on the top left and a JioHotstar logo with ""LIVE 9.6Cr Views"" on the top right. The action level appears to be between deliveries or a post-action moment, as the players do not seem to be in the midst of active play."
d005,4.00,bowlers_end,between_play,LIVE,action,"The camera shows a wide shot of a crowded stadium during a cricket match. The people in the frame are seated in the stands, watching the game. A blue banner with white text reading ""PUNJAB KINGS"" is visible at the bottom left of the frame, while another blue banner on the right reads ""BAS JEETNA HAI"". The action level appears to be between deliveries or during a break in play, as there is no visible action on the field."
d005,5.00,other,other,LIVE,action,"The camera shows a wide-angle view of a crowded stadium with blue lights illuminating the roof. The people in the frame appear to be seated and watching something, but their actions are not clearly discernible due to the distance and low light. There are graphical overlays in the top corners, including a logo for ""TATA IPL"" and text that reads ""JioHotstar LIVE 5.6Cr Views"". The action level appears to be low, as there is no visible active play happening on the field."
d005,6.00,closeup,between_play,TELESTRATOR,replay,"The camera shows a close-up of a cricket player in action. The player is wearing a blue helmet and jersey with white and orange accents, and he appears to be mid-swing with his bat raised. The player is the main focus, with a blurred crowd visible in the background. A translucent white heart graphic overlays the frame. The player's body language suggests active play, likely during a live broadcast. The presence of a logo and text in the corner indicates a televised event."
d005,7.00,bowlers_end,between_play,LIVE,action,"The camera shows a wide field view of a cricket field with five people visible. The players are not actively engaged in play; one batter holds a bat and appears to be walking off the field, while another player walks toward the batter, and two umpires stand nearby. A fifth player stands in the background. There are several graphical overlays on the screen, including a blue bar at the bottom with white text displaying the score (""PBKS 141-6 17.3""), player names (""STOINIS M JANSEN""), and other game statistics. A brown bar to the right shows additional stats, and logos for ""GUJARAT TITANS"" and ""SIERRA"" appear in the top corners. The action level appears to be a moment between deliveries or after active play has concluded, as the players are not in dynamic motion."
d005,8.00,bowlers_end,between_play,LIVE,action,"The camera shows a wide field view of a cricket match in progress. The players are positioned around the pitch, with one batter holding a bat and ready to play, another batter walking back to the wicket, and fielders standing at various positions. A man in a black uniform appears to be directing the players. There are several graphical overlays on the screen, including a blue bar at the bottom with white text displaying the score, run rate, and player information, as well as logos for the teams and sponsors. The action level appears to be between deliveries, as the players seem to be waiting for the next play."
d005,9.00,bowlers_end,shot,LIVE,action,"The camera shows a full shot of a cricket player in the middle of the frame, with their bat raised and ready to hit an incoming ball. The player is wearing a blue helmet, shirt, and leg guards, along with maroon pants and white shoes. In the background, the legs of another player are visible at the top of the frame, while a third player sits on the right side of the frame, watching the batter. There are several graphical overlays at the bottom of the screen, including a blue bar with white text that displays the score (""PBKS 141-6"") and other game information, as well as a brown bar with white text that shows player statistics. The action level appears to be between deliveries, as the batter is poised to hit the ball but has not yet swung."
d006,0.00,closeup,between_play,LIVE,other,"The camera shows a close-up shot of a cricket player wearing a blue helmet and a blue jersey with orange accents and white text. The player appears to be standing still, likely during a break in play. There are several graphical overlays on the screen, including a score graphic at the bottom that displays the team names ""PBKS"" and ""GT"", along with various statistics such as the score (141-6), overs (17.3), and run rate (8.06). Additional overlays include a sponsor logo in the top-left corner and a ""JioHotstar LIVE"" label in the top-right corner. A banner at the bottom displays text about cashback offers. The action level appears to be low, suggesting that the frame is captured between deliveries or during a break in play."
d006,1.00,closeup,between_play,LIVE,other,"The camera shows a crowd shot of spectators at a cricket match. The people in the frame are clapping their hands. A blue and purple graphical overlay at the bottom displays information about the game, including the score, run rate, and player statistics. The action level appears to be a post-action moment, as there is no active play happening and the players are not in the frame."
d006,2.00,closeup,between_play,LIVE,other,"The camera shows a man in a brown uniform with teal accents on the collar and sleeves. He appears to be facing away from the camera. A yellow flag with a teal and white logo is in the foreground, partially obscuring the man. The man appears to be celebrating, with his hands raised in front of him. The people in the frame seem to be reacting to something, likely a wicket. There are several graphical overlays, including a ""TATA IPL"" logo in the top-left corner, a ""JioHotstar Live"" logo in the top-right corner, and a ""WICKET"" label at the bottom of the frame. The action level appears to be a post-action moment, with the man celebrating and the ""WICKET"" label indicating that a wicket has been taken."
d006,3.00,other,between_play,LIVE,action,"The camera shows a packed stadium with a sea of people, predominantly wearing orange and blue. The crowd appears to be celebrating, with many people waving orange flags and cheering. A graphical overlay at the bottom of the screen reads ""WICKET"" in white text on a black background, while another overlay along the top displays the TATA IPL logo and other information. The action level seems to be a post-action moment, with the crowd reacting to a significant event, likely a wicket being taken."
d006,4.00,other,between_play,LIVE,action,"The camera shows a packed stadium with a large crowd of people. The people in the frame are cheering and waving yellow and blue flags or banners. There are graphical overlays, including a green bar across the top with a logo on the left that reads ""TATA IPL"" and some white text on the right that reads ""JioHotstar Live 9.6Cr Views."" The action level appears to be a post-action moment, as indicated by the text ""WICKET"" at the bottom of the frame."
d006,5.00,other,between_play,LIVE,action,"The camera shows a packed stadium with a sea of spectators, many waving yellow flags. The people in the frame are standing and cheering, with some raising their arms or waving flags. There are graphical overlays at the top and bottom of the screen, including a green bar with advertisements, a white ""IPL"" logo in the top-left corner, and a blue bar at the bottom with white text displaying ""PBKS"" and ""3/0 3.4"". The action level appears to be a post-action moment, with no active play happening."
d006,6.00,other,between_play,LIVE,action,"The camera shows a packed stadium with a sea of spectators, predominantly wearing yellow and purple attire. The people in the frame are standing and cheering, with some waving flags or banners. Graphical overlays include a blue score graphic at the bottom of the screen displaying team names, scores, and player information, as well as a logo for the Indian Premier League (IPL) in the top-left corner. The action level appears to be a post-action moment, with no active play happening, as the crowd is reacting to a previous event."
d006,7.00,closeup,between_play,LIVE,other,"The camera shows a close-up of a cricket player wearing a purple helmet and an orange shirt. The player appears to be focused on something outside the frame, likely the field or another player. The player is not actively engaged in play; he seems to be waiting or observing. There are several graphical overlays on the screen, including a blue bar at the bottom with white text that displays the score (""PBKS 141-7""), the run rate (""7.98""), and player information. In the top-left corner, there is a logo for the ""TATA IPL."" In the bottom-right corner, there is a circular logo with a mountain inside it. The action level appears to be low, as if the frame was captured between deliveries or during a break in play."
d006,8.00,closeup,between_play,LIVE,other,"The camera shows a close-up of a cricket player wearing a purple helmet and an orange shirt. The player appears to be focused on something outside the frame, likely the field or another player. There are several graphical overlays at the bottom of the screen, including a blue bar with white text displaying the team names ""PBKS"" and their score ""141-7"", as well as other statistics such as ""RUN-RATE 7.98"" and ""SPEED 133.2 kph"". In the top-left corner, there is a logo that says ""TATA IPL"". The action level appears to be a post-action moment, as the player seems to be waiting for something to happen, and there is no active play occurring in this frame."
d006,9.00,other,between_play,LIVE,action,"The camera shows a packed stadium with a large crowd of people, mostly wearing orange and black, waving orange flags. The people in the frame are cheering and waving their flags. There are graphical overlays at the bottom of the screen displaying information such as the score (PBKS 141-7), run rate (7.98), and player statistics. The action level appears to be between deliveries, as there is no immediate action happening on the field."
d007,0.00,bowlers_end,release,LIVE,action,"The camera shows a wide field view of a cricket pitch with six players and a wicketkeeper standing around it. The batter on the left side of the frame appears to have just hit the ball and is preparing to run, while another player on the right side of the frame is walking towards the wicket. There are several graphical overlays at the bottom of the frame, including a blue bar with white text displaying the score (""PBKS 141-7"") and player information. A logo for the TATA IPL is visible in the top-left corner, and a blue rectangle in the center-top of the frame displays ""TATA SIERRA"" in black text. The action level appears to be a post-action moment, as the batter has just hit the ball and the players are reacting to the play. The overall atmosphere suggests that this is a live broadcast of a professional cricket match."
d007,1.00,bowlers_end,shot,LIVE,action,"The camera shows a wide field view of a cricket match in progress. The batter is mid-swing with their bat, while the wicket-keeper crouches behind them and another fielder stands nearby. A third fielder is positioned on the off side. There are several graphical overlays on the screen, including a blue banner at the bottom displaying the score, ""PBKS 141-7 17.4,"" and player information. In the top-left corner, there is a logo for ""TATA IPL."" In the top-right corner, there is a logo for ""JioHotstar LIVE"" and a view count. A blue rectangle in the top-center of the frame displays ""TATA SIERRA."" The action level appears to be active play happening, as the batter is swinging their bat and the fielders are positioned around the pitch."
